id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
36087,36188,58715,2845,,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22.0,2.89,-0.586,B8Vvar,-0.097,-18.209817,45.556204,7.147858,0.00000246,0.0000264,-0.0000059,1.9510630590622124,0.144675846904975,-0.0000002437643186,-0.00000018641086,Bet,3,CMi,1,36087,,149.41699574067007,Bet,2.896,2.876
62925,63125,112413,4915,,12Alp2CVn,Cor Caroli,12.933807,38.31838,35.1989,-233.43,54.98,-3.0,2.89,0.157,A0spe...,-0.115,-26.795114,-6.684223,21.824384,-0.00000166,0.00004064,0.00000546,3.386062717619973,0.6687818903174088,-0.0000011317005745,0.000000266550561,Alp-2,12,CVn,1,62925,,75.37025766884257,Alp-2,2.943,2.863
78029,78265,143018,5944,,6Pi  Sco,Fang,15.980865,-26.114105,179.5332,-12.0,-25.71,-3.0,2.89,-3.381,B1V + B2V,-0.18,-81.301517,-139.203202,-79.023364,-0.00000266,0.00001615,-0.00001874,4.183780643945635,-0.4557771176489737,-0.0000000581776417,-0.000000124645597,Pi,6,Sco,1,78029,,1960.6496672266012,Pi,2.913,2.873
18485,18532,24760,1220,,45Eps Per,,3.96423,40.010215,195.6947,12.61,-24.06,1.0,2.9,-3.558,B0.5V,-0.199,76.156467,129.09969,125.816858,-0.00000245,0.00001939,-0.00001682,1.0378330199312948,0.6983099793460038,0.0000000611350051,-0.000000116646171,Eps,45,Per,1,18485,,2307.809729698403,Eps,2.916,2.886
79870,80112,147165,6084,,20Sig Sco,Alniyat,16.353143,-25.592796,213.6752,-10.03,-18.03,3.0,2.9,-3.749,B1III,0.299,-80.536239,-175.075401,-92.301792,-0.00000722,0.00000916,-0.00001817,4.281242955515394,-0.4466785608541775,-0.0000000486268122,-0.000000087411906,Sig,20,Sco,1,79870,,2751.693132808793,Sig,2.928,2.868
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,21.525982,-5.571172,164.7446,22.79,-6.7,7.0,2.9,-3.184,G0Ib,0.828,130.759282,-98.929336,-15.993766,0.00001625,0.00001053,-0.00000602,5.635488811779081,-0.097235298222015,0.0000001104890378,-0.000000032482516,Bet,22,Aqr,1,105936,,1635.3096517445822,,,
14292,14328,18925,915,,23Gam Per,,3.079942,53.50644,74.5712,0.5,-4.19,3.0,2.91,-1.453,G8III+...,0.716,30.696986,32.009546,59.949578,0.00000198,0.00000232,0.00000157,0.8063268792105985,0.9338635492551862,0.0000000024240684,-0.000000020313693,Gam,23,Per,1,14292,,332.04733579750683,Gam,2.922,2.902
47866,48002,85123,3890,,Ups Car,,9.785036,-65.072007,440.5286,-11.55,4.97,14.0,2.92,-5.3,A9,0.273,-155.321542,101.734428,-399.488275,0.00000041,0.00002921,-0.00000851,2.561716522035174,-1.1357207681666588,-0.0000000559959801,0.000000024095239,Ups,,Car,1,47866,,11481.536214968817,,,
111804,112158,215182,8650,,44Eta Peg,Matar,22.716704,30.221245,65.703,13.11,-26.11,4.0,2.93,-1.158,G2II-III..,0.852,53.59916,-18.717064,33.070991,0.00000867,0.0000014,-0.00000513,5.947219325141893,0.5274602313825538,0.0000000635590735,-0.000000126584851,Eta,44,Peg,1,111804,,253.04630494613966,,,
32682,32768,50310,2553,,Tau Pup,,6.832266,-50.61456,55.8036,34.23,-65.85,36.0,2.94,-0.793,K0III...,1.207,-7.654383,34.572281,-43.130564,-0.00001111,0.00000737,-0.00003976,1.788682995077575,-0.88339071643582,0.0000001659517229,-0.000000319249808,Tau,,Pup,1,32682,,180.80065521100082,,,
60776,60965,108767,4757,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9.0,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-0.0000072,0.00002639,-0.00001986,3.2719004348212555,-0.28824867427274875,-0.0000010179632851,-0.000000675345457,Del,7,Crv,1,60776,,41.19077848677376,,,
108728,109074,209750,8414,,34Alp Aqr,Sadalmelik,22.096399,-0.319851,160.5136,17.9,-9.93,8.0,2.95,-3.078,G2Ib,0.969,140.987693,-76.722268,-0.896054,0.00001381,0.00000834,-0.00000777,5.784823674339427,-0.0055824472424825,0.0000000867816488,-0.000000048141998,Alp,34,Aqr,1,108728,,1483.2009671818741,,,
18497,18543,25025,1231,,34Gam Eri,Zaurak,3.967157,-13.508515,62.3441,60.51,-111.34,62.0,2.97,-1.004,M1IIIb Ca-1,1.588,30.760217,52.235828,-14.56308,0.00001154,0.00005563,-0.00004753,1.0385992839066334,-0.23576806917607127,0.0000002933607581,-0.000000539791551,Gam,34,Eri,1,18497,,219.5836500973188,Gam,3.0,2.95
26386,26451,37202,1910,,123Zet Tau,Tianguan,5.627413,21.142549,136.4256,2.39,-18.04,20.0,2.97,-2.704,B4IIIp,-0.148,12.391949,126.637551,49.207351,0.0000007,0.00002342,-0.00000375,1.4732531913866609,0.3690070937216137,0.000000011587047,-0.000000087460387,Zet,123,Tau,1,26386,,1050.9934271862176,Zet,3.032,2.902
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,-46.09,-9.57,4.0,2.97,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,0.00000504,0.00001694,-0.00000156,2.556258343807028,0.41493902002914623,-0.0000002234506254,-0.000000046396669,Eps,17,Leo,1,47772,,323.2957533680941,,,
88361,88635,165135,6746,,10Gam2Sgr,Alnasl,18.096803,-30.424091,29.7,-55.75,-181.53,22.0,2.98,0.616,K0III,0.981,0.648969,-25.602281,-15.040072,-0.00000787,-0.00000637,-0.00003393,4.737732034018264,-0.5310005637198976,-0.0000002702836269,-0.000000880082274,Gam-2,10,Sgr,1,88361,,49.38556196176077,,,
64758,64962,115659,5020,,46Gam Hya,,13.315359,-23.171512,41.0341,68.41,-41.09,-5.0,2.99,-0.076,G8III,0.92,-35.509172,-12.735386,-16.146279,0.00001205,-0.00001014,-0.0000055,3.48595289403409,-0.40441918208698374,0.0000003316610389,-0.000000199209941,Gam,46,Hya,1,64758,,93.41142557364785,,,
86804,87073,161471,6615,,Iot1Sco,,17.793078,-40.126997,591.716,0.44,-6.4,-28.0,2.99,-5.871,F3Ia,0.509,-24.497404,-451.772701,-381.351324,0.00000309,0.00003361,0.00000442,4.6582169636653274,-0.7003482244956563,0.0000000021331802,-0.000000031028075,Iot-1,,Sco,1,86804,,19426.743230314907,,,
93452,93747,177724,7235,GJ 4095A,17Zet Aql,Okab,19.090169,13.863478,25.4582,-7.04,-95.31,-25.0,2.99,0.961,A0Vn,0.014,6.95881,-23.716532,6.099966,-0.00000703,0.00002087,-0.00001755,4.997794545354773,0.2419633388357175,-0.0000000341308831,-0.000000462075918,Zet,17,Aql,1,93452,GJ 4095,35.94181463147148,,,
10041,10064,13161,622,,4Bet Tri,,2.159058,34.987297,38.8954,148.78,-39.13,10.0,3.0,0.051,A5III,0.14,26.909766,17.068198,22.302471,-0.00000438,0.00003044,-0.00000018,0.5652399794256968,0.6106435270585613,0.0000007213057939,-0.000000189707593,Bet,4,Tri,1,10041,,83.0998041044432,,,
54380,54539,96833,4335,,52Psi UMa,,11.161062,44.498487,44.3066,-62.35,-27.38,-4.0,3.0,-0.232,K1III,1.144,-30.843315,6.88533,31.054046,0.00000174,0.00001333,-0.00000706,2.921959184038364,0.7766451055076312,-0.0000003022813298,-0.000000132741985,Psi,52,UMa,1,54380,,107.84499632938316,,,
74868,75097,137422,5735,,13Gam UMi,Pherkad,15.345483,71.834016,149.2537,-18.03,17.68,-4.0,3.0,-2.87,A3II-III,0.058,-29.797327,-35.741213,141.814461,-0.00000142,0.00001867,0.0000001,4.017438041145818,1.2537400930067575,-0.0000000874119066,0.000000085715058,Gam,13,UMi,1,74868,,1224.6161992650489,Gam,3.016,2.996
82263,82514,151890,6247,,Mu 1Sco,Xamidimura,16.864509,-38.04738,153.6098,-8.84,-21.6,-25.0,3.0,-2.932,B1.5IV + B,-0.2,-35.43289,-115.66204,-94.671563,0.00000251,0.00003066,0.00000309,4.415118219996618,-0.6640520452978562,-0.0000000428575294,-0.000000104719755,Mu-1,,Sco,1,82263,,1296.5820353826284,Mu-1,3.206,2.946
107742,108085,207971,8353,,Gam Gru,Aldhanab,21.898808,-37.364852,64.7249,95.88,-12.1,-2.0,3.0,-1.055,B8III,-0.084,43.853581,-26.892269,-39.28078,0.00001238,0.0000277,-0.00000178,5.7330946093443735,-0.6521396962964812,0.0000004648393569,-0.000000058662455,Gam,,Gru,1,107742,,230.14418174085066,,,
17316,17358,22928,1122,,39Del Per,,3.715416,47.787551,158.2278,23.83,-41.93,4.0,3.01,-2.986,B5III SB,-0.125,59.860731,87.855481,117.192812,-0.00000014,0.00003225,-0.00001858,0.9726935148971256,0.83405011127921,0.0000001155311001,-0.000000203282376,Del,39,Per,1,17316,,1362.6991969948704,Del,3.02,3.0
30049,30122,44402,2282,,1Zet CMa,Furud,6.338553,-30.063367,111.1111,8.0,3.81,32.0,3.02,-2.209,B2.5V,-0.16,-8.512138,95.786306,-55.662081,-0.00000689,0.00002886,-0.00001462,1.6594293653695764,-0.5247047423752412,0.0000000387850944,0.000000018471401,Zet,1,CMa,1,30049,,666.1929002234552,,,
33888,33977,53138,2653,,24Omi2CMa,,7.050409,-23.833291,847.4576,-1.56,4.28,48.0,3.02,-6.621,B3Ia,-0.077,-210.498109,746.064177,-342.438173,-0.00000795,0.0000518,-0.00000375,1.8457927748229326,-0.41596939743728123,-0.0000000075630934,0.000000020750025,Omi-2,24,CMa,1,33888,,38761.44867002412,Omi-2,3.065,2.985
59134,59316,105707,4630,,2Eps Crv,,12.168746,-22.619766,97.4659,-71.52,10.55,5.0,3.02,-1.924,K2III,1.326,-89.88085,-3.973272,-37.486747,-0.00000812,0.00003347,0.00000263,3.185770142035987,-0.39478939945637376,-0.0000003467387443,0.000000051147843,Eps,2,Crv,1,59134,,512.3892386646796,,,
23361,23416,31964,1605,,7Eps Aur,Almaaz,5.032815,43.823308,653.5948,0.18,-2.31,-3.0,3.03,-6.047,F0Ia,0.537,118.129799,456.518488,452.57303,0.00000016,0.00000291,-0.00000741,1.3175878916358155,0.7648610190070351,0.0000000008726646,-0.000000011199196,Eps,7,Aur,1,23361,,22845.464885518246,Eps,3.085,2.935
62127,62322,110879,4844,,Bet Mus,,12.771346,-68.108119,104.712,-40.4,-10.32,42.0,3.04,-2.06,B2V,-0.178,-38.249334,-7.83061,-97.161472,-0.00001504,0.00001785,-0.00004181,3.3435305921836393,-1.1887109247867462,-0.0000001958647269,-0.000000050032771,Bet,,Mus,1,62127,,580.7644175213123,,,
70851,71075,127762,5435,,27Gam Boo,Seginus,14.534636,38.308253,26.6099,-115.55,151.87,-37.0,3.04,0.915,A7IIIvar,0.191,-16.449442,-12.860715,16.49506,0.00002378,0.00003751,-0.00000808,3.8051588582306812,0.66860513750719,-0.0000005602022079,0.000000736286536,Gam,27,Boo,1,70851,,37.49730022454834,Gam,3.052,3.032
95648,95947,183912,7417,,6Bet1Cyg,Albireo,19.512023,27.959681,133.1558,-7.09,-5.63,-24.0,3.05,-2.572,K3II+...,1.088,45.350466,-108.51838,62.430012,-0.00001193,0.00001667,-0.00001472,5.108235547233712,0.4879884921686625,-0.00000003437329,-0.00000002729501,Bet-1,6,Cyg,1,95648,,930.6791831626532,,,
100020,100345,193495,7776,,9Bet Cap,Dabih,20.350187,-14.781367,100.2004,48.42,14.0,-19.0,3.05,-1.954,A5:n,0.79,55.920163,-79.116953,-25.564218,0.00000936,0.0000275,0.00001153,5.327666598034361,-0.2579835241032437,0.0000002347467841,0.000000067873915,Bet,9,Cap,1,100020,,526.744488331906,,,
32161,32246,48329,2473,,27Eps Gem,Mebsuta,6.732202,25.131124,259.0674,-5.93,-12.81,10.0,3.06,-4.007,A3mA6-A9,1.377,-44.684834,230.247724,110.023705,0.00000425,0.00001722,-0.00001022,1.7624862964423016,0.43862086058447,-0.0000000287494513,-0.000000062104632,Eps,27,Gem,1,32161,,3489.7956743787418,,,
50655,50801,89758,4069,,34Mu  UMa,Tania Australis,10.372155,41.499516,70.6215,-80.47,34.1,-21.0,3.06,-1.185,M0III SB,1.603,-48.161684,21.865099,46.794651,0.00003308,0.00001524,-0.00000549,2.715423700366274,0.7243031975628188,-0.0000003901295687,0.000000165321465,Mu,34,UMa,1,50655,,259.4179362118815,,,
94081,94376,180711,7310,,57Del Dra,Altais,19.209225,67.661541,29.8686,94.49,92.3,25.0,3.07,0.694,G9III,0.99,3.534238,-10.788301,27.627312,0.00001218,0.00000677,0.00002873,5.028963347378909,1.1809166704764862,0.0000004581004468,0.000000447483027,Del,57,Dra,1,94081,,45.96211446660011,,,
89364,89642,167618,6832,,Eta Sgr,,18.293793,-36.761686,44.7427,-129.27,-166.61,1.0,3.1,-0.154,M2III,1.582,2.754228,-35.738834,-26.777975,-0.00002955,0.00001859,-0.00002956,4.789303727211857,-0.6416124577956388,-0.0000006267186449,-0.000000807748073,Eta,,Sgr,1,89364,,100.36909309200966,Eta,3.119,3.069
43689,43813,76294,3547,,16Zet Hya,,8.92323,5.945563,51.2558,-99.76,14.65,23.0,3.11,-0.439,G8III-IV,0.978,-35.316755,36.765697,5.309278,0.00000193,0.00003377,0.00000606,2.336096050061382,0.103769655470535,-0.0000004836501277,0.000000071025204,Zet,16,Hya,1,43689,,130.49684141302234,,,
52789,52943,93813,4232,,Nu  Hya,,10.827079,-16.193648,44.0723,92.77,199.02,-1.0,3.11,-0.111,K0/K1III,1.232,-40.343946,12.793047,-12.291085,-0.00001636,-0.00001561,0.00004112,2.8345227794144505,-0.28263248033336374,0.0000004497616515,0.000000964876187,Nu,,Hya,1,52789,,96.47171518961676,,,
56392,56561,100841,4467,,Lam Cen,,11.596363,-63.019841,128.7001,-33.84,-6.87,-1.0,3.11,-2.438,B9II:,-0.044,-58.063196,6.158685,-114.692848,0.00000649,0.00002054,-0.00000103,3.0359208544666916,-1.0999037274336163,-0.0000001640609495,-0.000000033306699,Lam,,Cen,1,56392,,822.6213938831102,,,
101445,101772,196171,7869,Gl 794.1,Alp Ind,,20.626116,-47.291502,30.1477,49.2,66.07,-1.3,3.11,0.714,K0III,0.998,12.976855,-15.802893,-22.152943,0.00000949,-0.00000022,0.00000753,5.399904590122895,-0.8253924132315175,0.0000002385283308,0.000000320316398,Alp,,Ind,1,101445,,45.12321133443373,,,
27559,27628,39425,2040,,Bet Col,Wazn,5.849329,-35.768309,26.7308,55.74,404.68,89.0,3.12,0.985,K1.5III,1.146,0.855327,21.672805,-15.624858,-0.0000031,0.00010471,-0.00001066,1.5313508145575236,-0.6242747529899825,0.0000002702351455,0.000001961944002,Bet,,Col,1,27559,,35.15604405282981,,,
44000,44127,76644,3569,Gl 331A,9Iot UMa,Talitha,8.986828,48.041826,14.5096,-441.12,-215.21,9.0,3.12,2.312,A7IV,0.223,-6.835882,6.883318,10.789878,0.00000975,0.00003422,-0.00000328,2.352746110161558,0.8384880495341912,-0.0000021386101077,-0.000001043367521,Iot,9,UMa,1,44000,Gl 331,10.356189770449859,,,
82826,83081,152786,6285,GJ 9581,Zet Ara,,16.977006,-55.990141,149.0313,-18.31,-35.29,-6.0,3.12,-2.746,K5III,1.552,-22.05913,-80.386753,-123.53816,-0.00000626,0.00002719,-0.00000917,4.444569660267883,-0.9772123050440363,-0.0000000887693849,-0.000000171090747,Zet,,Ara,1,82826,,1092.4460532267929,,,
84121,84379,156164,6410,GJ 3995A,65Del Her,Sarin,17.250531,24.839204,23.0362,-21.14,-157.68,-40.0,3.12,1.308,A3IVv SB,0.08,-4.075476,-20.503689,9.676738,0.00000348,0.00002962,-0.00003316,4.516178466215894,0.43352589502565375,-0.0000001024896121,-0.000000764454211,Del,65,Her,1,84121,GJ 3995,26.109586865859324,,,
73107,73334,132200,5576,,Kap Cen,,14.986025,-42.104194,117.5088,-17.76,-21.33,8.0,3.13,-2.22,B2IV,-0.208,-61.87283,-61.421692,-78.787457,-0.00000565,0.00000864,-0.0000145,3.9233320665995404,-0.7348568098441325,-0.0000000861029097,-0.000000103410758,Kap,,Cen,1,73107,,672.9766562843175,,,
45728,45860,80493,3705,,40Alp Lyn,,9.350925,34.392562,62.2665,-222.8,14.78,38.0,3.14,-0.831,M0IIIvar,1.55,-39.512346,32.846027,35.17204,0.00002027,0.00007061,0.00002563,2.4480663505572977,0.6002634409852838,-0.0000010801648803,0.000000071655461,Alp,40,Lyn,1,45728,,187.24058959867978,,,
46568,46701,82668,3803,,,,9.520371,-57.034377,73.2601,-32.58,6.08,-14.0,3.16,-1.164,K5III,1.538,-31.754679,24.098313,-61.464914,0.00001176,0.0000056,0.00001319,2.4924272339174003,-0.9954376610791288,-0.0000001579522971,0.000000029476671,,,Vel,1,46568,,254.4485615146634,N,3.169,3.149
84122,84380,156283,6418,,67Pi  Her,,17.250788,36.809162,115.4734,-27.35,2.7,-26.0,3.16,-2.152,K3IIvar,1.437,-18.017787,-90.679203,69.185936,-0.00001069,0.00002475,-0.00001472,4.516245841780261,0.6424410675372287,-0.0000001325965416,0.000000013089969,Pi,67,Her,1,84122,,632.1206820052686,,,
31605,31685,47670,2451,,Nu  Pup,Pipit,6.629353,-43.195934,113.8952,-0.43,-3.99,28.0,3.17,-2.113,B8III SB,-0.103,-13.61885,81.907249,-77.960909,-0.00000294,0.00001915,-0.00002121,1.7355605987588851,-0.7539112642605688,-0.0000000020846988,-0.000000019344065,Nu,,Pup,1,31605,,609.8176639987851,,,
46720,46853,82328,3775,Gl 354A,25The UMa,,9.547715,51.6773,13.4789,-947.06,-535.6,15.3,3.17,2.522,F6IV,0.475,-6.693935,5.005096,10.57472,0.00000729,0.00007181,-0.00000942,2.499585849581123,0.9019390372068613,-0.0000045914764431,-0.000002596662073,The,25,UMa,1,46720,Gl 354,8.534930716135483,,,
83638,83895,155763,6396,,22Zet Dra,Aldhibah,17.146448,65.714683,100.7049,-20.76,19.15,-17.0,3.17,-1.845,B6III,-0.12,-9.178442,-40.388128,91.793254,-0.00000641,0.00001753,-0.000012,4.488929593335949,1.1469375883659163,-0.0000001006473201,0.000000092841819,Zet,22,Dra,1,83638,,476.4309868054156,,,
91754,92041,173300,7039,,27Phi Sgr,,18.76094,-26.990778,73.3676,51.15,0.45,22.0,3.17,-1.158,B8.5III,-0.107,12.937936,-64.083559,-33.297761,0.00002181,-0.00001612,-0.00001007,4.911602513844229,-0.47107794791046625,0.0000002479821976,0.000000002181661,Phi,27,Sgr,1,91754,,253.04630494613966,,,
23712,23767,32630,1641,,10Eta Aur,Haedus,5.10858,41.234474,74.6269,30.6,-68.41,7.0,3.18,-1.184,B3V,-0.148,12.978524,54.599524,49.18977,-0.00000575,0.00002367,-0.00001389,1.3374230330886296,0.7196773429659176,0.0000001483529863,-0.000000331661038,Eta,10,Aur,1,23712,,259.1791134615946,,,
71682,71908,128898,5463,Gl 560A,Alp Cir,Xami,14.708492,-64.975138,16.57,-192.64,-234.07,7.2,3.18,2.083,F1Vp,0.256,-5.319852,-4.563974,-15.014538,0.00000049,0.00002081,-0.00001463,3.8506743019806007,-1.1340300965295926,-0.0000009339450742,-0.000001134803382,Alp,,Cir,1,71682,Gl 560,12.78792262935846,Alp,3.184,3.174
22396,22449,30652,1543,Gl 178,1Pi 3Ori,Tabit,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,-0.00000983,0.00002903,0.00000348,1.2646661966795603,0.12149717993430376,0.0000022468205212,0.000000056335349,Pi-3,1,Ori,1,22396,,3.003308878676558,,,
23630,23685,32887,1654,,2Eps Lep,,5.091018,-22.371032,65.4022,19.27,-72.35,1.0,3.19,-0.888,K4III,1.46,14.257014,58.775516,-24.89227,-0.00000777,-0.00000613,-0.0000216,1.3328252864564671,-0.3904481741735988,0.0000000934235962,-0.000000350762697,Eps,2,Lep,1,23630,,197.33312795365026,,,
82745,83000,153210,6299,,27Kap Oph,,16.961139,9.375033,28.0426,-293.03,-9.7,-56.0,3.19,0.951,K2IIIvar,1.16,-7.432411,-26.650562,4.567947,-0.00002325,0.00006492,-0.00001063,4.440415745316629,0.16362518751438876,-0.0000014206495281,-0.000000047026927,Kap,27,Oph,1,82745,,36.27438014764577,Kap,3.199,3.189
86991,87261,161892,6630,,,Fuyue,17.830965,-37.043304,38.5802,42.09,27.77,25.0,3.19,0.258,K0/K1III,1.192,-1.362278,-30.763993,-23.24156,0.00000682,-0.00002386,-0.00001126,4.668135843508184,-0.6465276119633587,0.0000002040580781,0.000000134632759,,,Sco,1,86991,,68.67521061488183,,,
104394,104732,202109,8115,,64Zet Cyg,,21.215607,30.226916,43.8789,6.87,-68.12,17.0,3.21,-0.001,G8II SB,0.99,28.278409,-25.25354,22.089851,0.00001762,-0.00001378,-0.00000377,5.554232942433624,0.5275592012680587,0.0000000333066999,-0.000000330255079,Zet,64,Cyg,1,104394,,87.17661466018497,,,
116361,116727,222404,8974,Gl 903,35Gam Cep,Errai,23.65582,77.632276,14.1024,-48.85,127.18,-43.1,3.21,2.464,K1IV,1.031,3.008186,-0.271815,13.774751,-0.00001816,-0.00000171,-0.00004119,6.193079297724524,1.3549388191278324,-0.000000236831483,0.000000616586038,Gam,35,Cep,1,116361,,9.003264310597224,,,
74912,75141,136298,5695,,Del Lup,,15.356201,-40.647518,271.0027,-19.11,-24.05,-2.4,3.22,-3.945,B1.5IV,-0.227,-131.223518,-158.301112,-176.532145,-0.000005,0.0000333,-0.00002237,4.020244134330924,-0.7094330192297875,-0.0000000926478944,-0.00000011659769,Del,,Lup,1,74912,,3296.0971217745796,Del,3.239,3.209
79640,79882,146791,6075,GJ 3949,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.6371,82.39,40.08,-7.7,3.23,0.661,G8III,0.966,-13.962311,-29.378579,-2.669978,0.00001492,0.00000102,0.00000696,4.2687327390824255,-0.08189976075842374,0.0000003994379914,0.000000194313323,Eps,2,Oph,1,79640,,47.38053933388255,,,
89684,89962,168723,6869,Gl 711,58Eta Ser,,18.355167,-2.898825,18.5426,-547.57,-700.72,6.9,3.23,1.889,K0III-IV,0.941,1.719456,-18.438938,-0.937748,-0.00004865,-0.00000842,-0.00006326,4.805371473425132,-0.0505940423811925,-0.0000026546942706,-0.000003397186422,Eta,58,Ser,1,89684,,15.289736466907097,,,
105691,106032,205021,8238,,8Bet Cep,Alfirk,21.477662,70.560716,210.084,12.6,8.73,-8.0,3.23,-3.382,B2IIIv SB,-0.201,55.219515,-42.886719,198.108029,-0.0000009,0.00001695,-0.00000476,5.622838696507083,1.2315168153370475,0.0000000610865238,0.000000042324234,Bet,8,Cep,1,105691,,1962.4563241736896,Bet,3.257,3.207
32521,32607,50241,2550,Gl 248,Alp Pic,,6.803194,-61.941391,29.6033,-68.39,242.03,20.6,3.24,0.883,A7IV,0.225,-2.906455,13.618019,-26.124095,0.00000113,0.00004172,-0.00000225,1.7810719348143338,-1.0810812247976789,-0.0000003315640761,0.000001173394551,Alp,,Pic,1,32521,,38.618908944898976,,,
99156,99473,191692,7710,,65The Aql,Antinous,20.188413,-0.821461,87.7963,35.48,6.05,-27.0,3.24,-1.477,B9.5III,-0.066,47.588681,-73.769106,-1.258706,-0.00000226,0.00003136,0.00000297,5.285314060104072,-0.01433719835176375,0.0000001720118939,0.000000029331227,The,65,Aql,1,99156,,339.46890538007864,,,
36274,36377,59717,2878,,Sig Pup,,7.487179,-43.301432,59.3824,-59.86,188.73,88.0,3.25,-0.618,K5III SB,1.509,-16.404069,39.982094,-40.72716,-0.00002306,0.00010161,-0.00002219,1.9601388026671447,-0.7557525678474837,-0.0000002902094692,0.000000914988859,Sig,,Pup,1,36274,,153.88631498199555,Sig,3.265,3.225
68675,68895,123123,5287,Gl 538.1,49Pi  Hya,,14.106193,-26.682361,30.9598,43.05,-140.82,27.3,3.25,0.796,K2III,1.091,-23.563202,-14.492156,-13.902421,-0.00000978,-0.0000136,-0.00003142,3.692992633232533,-0.46569505275296,0.0000002087122895,-0.000000682714624,Pi,49,Hya,1,68675,,41.84080195674278,,,
73486,73714,133216,5603,,20Sig Lib,Brachium,15.067839,-25.281965,88.4173,-71.85,-44.69,-4.0,3.25,-1.483,M3/M4III,1.674,-55.51919,-57.527085,-37.760649,-0.00001391,0.00002993,-0.00001557,3.9447509890369923,-0.44125352380328875,-0.0000003483386295,-0.000000216663233,Sig,20,Lib,1,73486,,341.3500729493114,Sig,3.351,3.181
92902,93194,176437,7178,,14Gam Lyr,Sulafat,18.982395,32.689557,190.1141,-2.76,1.77,-21.0,3.25,-3.145,B9III,-0.049,40.69872,-154.738921,102.67804,-0.00000728,0.00001769,-0.00001023,4.969579452917496,0.5705404070855175,-0.0000000133808576,0.000000008581202,Gam,14,Lyr,1,92902,,1577.6112696993484,,,
17637,17678,24512,1208,,Gam Hyi,,3.787295,-74.238962,65.6168,51.07,115.27,16.0,3.26,-0.825,M2III,1.59,9.756821,14.915528,-63.149939,0.00000816,0.00004214,-0.00000579,0.9915114594505333,-1.2957143241086213,0.0000002475943467,0.000000558844729,Gam,,Hyi,1,17637,,186.20871366628674,,,
3086,3092,3627,165,,31Del And,,0.655462,30.861024,32.352,115.38,-83.05,-7.0,3.27,0.72,K3III...,1.268,27.363473,4.742224,16.595166,-0.00000256,0.00001792,-0.00001485,0.17159965555771547,0.5386264769195913,0.0000005593780246,-0.000000402637761,Del,31,And,1,3086,,44.87453899331323,,,
84711,84970,157056,6453,,42The Oph,,17.366827,-24.999545,133.6898,-8.84,-23.64,-2.0,3.27,-2.36,B2IV,-0.186,-19.992891,-119.503681,-56.498782,-0.00000428,0.00000916,-0.00001302,4.5466247959966175,-0.4363243778370975,-0.0000000428575294,-0.000000114609954,The,42,Oph,1,84711,,765.5966069112561,The,3.287,3.257
112776,113136,216627,8709,,76Del Aqr,Skat,22.910837,-15.82082,49.2368,-44.08,-24.81,18.0,3.27,-0.191,A3V,0.066,45.459019,-13.325406,-13.423467,0.00001249,-0.00001462,-0.00001072,5.998043116073634,-0.27612540246989753,-0.0000002137058704,-0.000000120282274,Del,76,Aqr,1,112776,,103.8484455008274,,,
24249,24305,33904,1702,,5Mu  Lep,,5.215528,-16.205468,57.0125,45.66,-16.13,28.0,3.29,-0.49,B9IV: HgMn,-0.11,11.164848,53.596933,-15.911275,-0.000007,0.00002828,-0.00001227,1.365421956951857,-0.28283877625390247,0.0000002213659265,-0.000000078200446,Mu,5,Lep,1,24249,,136.77288255958496,Mu,3.298,3.278
49958,50099,89080,4037,,Ome Car,,10.228961,-70.037903,104.8218,-35.73,7.55,7.0,3.29,-1.812,B8III,-0.074,-32.00779,16.00439,-98.524026,0.00000271,0.00001894,-0.00000542,2.6779356112906294,-1.22239201271997,-0.0000001732239281,0.000000036603432,Ome,,Car,1,49958,,462.16813609224465,,,
75229,75458,137759,5744,,12Iot Dra,Edasich,15.415494,58.966065,31.027,-8.27,17.3,-11.0,3.29,0.831,K2III,1.166,-10.015969,-12.471787,26.585776,0.00000406,0.00000704,-0.0000083,4.0357669491767005,1.0291519898867025,-0.0000000400940914,0.000000083872766,Iot,12,Dra,1,75229,,40.513522022926395,,,
21228,21281,29305,1465,,Alp Dor,,4.566598,-55.044975,51.7063,58.06,12.73,26.0,3.3,-0.268,A0V:,-0.079,10.857822,27.56288,-42.378779,-0.000007,0.00002194,-0.00001997,1.1955325219747006,-0.9607160429781663,0.0000002814828229,0.000000061716781,Alp,,Dor,1,21228,,111.48078033638414,Alp,3.313,3.273
